movie_id,realisateurs,scenaristes,acteurs
178014,['1066'],"['49984', '1066', '1066', '49985', '49984', '49985', '77617', '44117']","['41339', '34515', '259', '6407', '12973', '22533', '130952', '175724']"
281293,['142452'],['142452'],"['41623', '21353', '101150', '646346', '60312', '178500', '38974', '479682']"
289305,['16478'],"['267165', '923099', '267165', '267165', '16478', '16478', '16478']","['18273', '194479', '465360', '895145', '847791', '482078', '838921', '930082']"
266320,['692670'],"['575327', '575327', '97569']","['502680', '844314', '794353', '982500', '706996', '679615', '758819', '190867']"
288544,['507431'],"['507431', '923535']","['415513', '67071', '17614', '167254', '136213', '416482', '2078', '402130']"
289236,['42864'],"['596841', '42864']","['87127', '793386', '201629', '942006', '731616', '982869', '942007', '942008']"
61282,['1066'],['1066'],"['41339', '34515', '259', '6407', '60617', '28985', '130952', '175724']"
280185,['95559'],['95559'],"['27049', '21625', '669177', '86647', '117065', '38957', '178123', '695311']"
288261,['433291'],['433291'],"['2083', '226163', '247', '249549', '617041', '422933', '16047', '939008']"
228395,"['937353', '521282']","['498671', '43191', '11006', '139147']","['6226', '8758', '452021', '90310', '705743', '90310', '144248', '14588']"
286774,['98394'],"['98394', '23373', '424815']","['90823', '11738', '947', '32040', '98394', '428856', '915585', '266037']"
292286,['81809'],"['2164', '2164', '2164', '874681', '81809', '81809', '81809', '944095']","['963750', '963751', '38766', '34249', '15881', '4124', '780713', '546167']"
293756,"['520642', '94969']","['402838', '614762', '689898', '402837', '57784', '263682']","['1004', '407727', '553378', '421641', '576658', '207259', '131378', '140014']"
287166,['454751'],"['82438', '72']","['6351', '862202', '810673', '24888', '145610', '127442', '251089', '102328']"
294000,['937169'],"['937169', '937169', '937169', '611895', '611895']","['411420', '21610', '601648', '444', '10901', '798183', '503058', '884126']"
289303,['775767'],"['775767', '766568']","['40179', '836753', '633778', '792562', '792561', '978898', '978899']"
290592,"['418450', '261421']","['926620', '418450', '261421']","['461259', '594311', '178584', '738036', '965265', '965266', '981955', '965267']"
303339,['16796'],"['16796', '163907', '726009']","['28589', '172747', '495098', '255057', '102626', '880783', '195637', '959903']"
294450,['139056'],['139056'],"['229397', '168026', '11488', '548917', '135982', '625616', '945246', '856661']"
288665,['816743'],['816743'],"['739215', '929897', '552841', '221847', '874015', '247786', '965479']"
282299,['29705'],['254295'],"['773061', '15495', '8094', '726088', '108291', '649328', '915931', '689608']"
287672,"['148018', '95317']","['148018', '148018', '920367', '404477', '148018', '404477', '404477', '982639']","['14083', '18572', '127936', '722', '2890', '1327', '99901', '35039']"
286075,['30076'],['30076'],"['68739', '435527', '92536', '463092', '821426', '929809', '522680', '465134']"
283471,['6527'],"['727011', '912077', '169500', '149504']","['16472', '906202', '6527', '269118', '14526', '980366', '980367', '731844']"
303688,['962346'],['962346'],"['962439', '965476', '787815', '618724']"
285618,['266080'],"['266080', '600714', '256489']","['802021', '9807', '674650', '952142', '952143', '505384', '189045', '956826']"
271676,['71931'],"['865415', '865414']","['15280', '714777', '79356', '425221', '32323', '58129', '37561', '46291']"
285887,['17724'],['17724'],"['917141', '751381', '17612', '474959', '95308', '5323', '615205', '572834']"
264704,['841194'],"['841194', '889967']","['178367', '728751', '709608', '69927', '784273', '660990', '934037', '649421']"
267546,['95559'],['95559'],"['27049', '81795', '246148', '36517', '61755', '12206', '17446', '644408']"
294311,['207964'],"['21750', '207964', '21750', '21750', '203383']","['421288', '21750', '4636', '16749', '237584', '983685', '980052', '243947']"
287317,['502381'],['502381'],"['450063', '215892', '432137', '647934', '411422', '213372', '188592', '860630']"
291285,['38858'],"['38858', '182091', '793805', '889967']","['3126', '327', '1116', '196381', '21610', '800141', '4966', '98747']"
263242,['571659'],"['59857', '571659', '92070', '145010']","['548169', '10558', '217908', '413585', '582633', '716290', '862015', '708163']"
251352,"['168213', '168212']","['432937', '938741']","['16228', '215148', '103817', '859920', '443959', '121438', '873404', '64730']"
271339,['20836'],"['20836', '20836']","['1185', '185938', '8571', '185170', '21316', '273203', '18641', '15344']"
285270,['588841'],"['588841', '715334', '934028']","['934030', '841961', '934031', '656189', '877564', '835678', '872074', '934032']"
286631,['412199'],"['500905', '804762', '412199']","['192773', '72763', '585815', '258124', '434934', '539466', '509546', '539460']"
290724,['111832'],"['927164', '111832']","['8471', '67770', '27198', '859646', '186037', '374', '83894', '3125']"
285418,['692783'],['692783'],"['804885', '793639', '702092', '680642', '831203', '979637', '196372', '677840']"
291948,['198700'],"['35572', '198700', '904975', '224651', '502427']","['772401', '930668', '11738', '6099', '3153', '411812', '6920', '792743']"
300245,['541931'],"['541931', '982164']","['841045', '954781', '954783', '911770', '954782', '982163', '933921']"
280229,['14395'],"['14395', '21059']","['229397', '156875', '506290', '935353', '640929', '182381', '51528', '519650']"
305613,['1186'],"['1186', '603723']","['1186', '968956', '132709', '968955', '36525', '918449', '979475', '975633']"
281688,['206331'],"['207256', '636462']","['114167', '3198', '146510', '874327', '976509', '765', '451911', '139807']"
286354,['18013'],['18013'],"['17690', '328', '847463', '13425', '237327', '18013', '974025', '226483']"
186636,['193401'],"['52719', '38799', '52720', '60437', '197756']","['1722', '471890', '1395', '105013', '198239', '748956', '109316', '165444']"
283585,"['772887', '772888']","['772887', '772888', '885867']","['962448', '965353', '215132', '962449', '965354', '965356', '840702', '965357']"
296128,['146639'],['146639'],"['91503', '226163', '91434', '222195', '617692', '487827', '160886', '421288']"
287283,['20992'],"['20992', '401379']","['819863', '38766', '96531', '888907', '504230', '979128', '912085', '979129']"
280842,['96188'],"['96188', '52335', '64906', '202049', '44272']","['96188', '97767', '149018', '931544', '838833', '731083', '563682', '917213']"
293243,['935186'],['935186'],"['184867', '692099', '950007', '76624', '511652', '748268', '983694', '983695']"
289606,['41958'],"['41958', '98389']","['502681', '227924', '19157', '575391', '931044', '931045', '763017', '85516']"
263066,"['52273', '873930']","['52273', '873930']","['31683', '4141', '894324', '38465', '32766', '567504', '39404', '841420']"
302106,['776165'],['776165'],"['640095', '231982', '690054', '981022', '573340', '958006', '648501', '784646']"
303680,['428963'],['428963'],"['962598', '962599', '148431', '174955', '93360', '511206', '964402', '982888']"
259759,['68090'],"['36934', '77188']","['472', '87127', '206127', '263708', '26993', '669627', '78190', '23731']"
267302,['8743'],"['8743', '849499', '8743', '239044', '239044']","['87127', '97635', '167254', '504030', '203530', '588899', '45718', '628591']"
297464,['3231'],"['944404', '3231']","['220861', '706237', '67071', '1484', '870055', '828162', '747544', '85460']"
256851,['225785'],['225785'],"['795445', '718512', '4062', '897908', '716322', '55191', '237196', '23482']"
254587,['687760'],['687760'],['18158']
274315,['20173'],['20173'],"['65719', '223649', '817044', '946584', '660', '946585', '113578', '46078']"
277530,['540347'],"['540711', '886866', '540347']","['97635', '17028', '167254', '897858', '24025', '163556', '526902', '25340']"
296813,['182843'],['182843'],"['556803', '641618', '231217', '664814']"
303881,['772369'],['772369'],"['133338', '471258', '898788', '787375']"
207445,"['18940', '412163']","['85040', '18940', '676954', '15627']","['892263', '10774', '17043', '2334', '757208', '28561', '155364', '7542']"
310606,['457267'],"['457267', '507435']","['499997', '638217']"
280670,['407438'],['407438'],"['694001', '69356', '83072', '7263', '93749', '974717', '796573', '754957']"
297304,['39017'],['39017'],"['878741', '1002', '226163', '906884', '953903', '18530', '39017', '144902']"
293272,['227376'],"['846977', '139414', '256363', '227376']","['17246', '798184', '724162', '838134', '912648', '962922', '962925', '146022']"
270743,"['607370', '739533']","['607370', '739533']","['15189', '83117', '36517', '796041', '1905', '698248', '415801', '426544']"
285935,['214497'],"['214497', '535444', '173830', '523925']","['214497', '418926', '21610', '2349', '5119', '5686', '22259', '5513']"
287250,['86404'],"['86404', '228328']","['91503', '440094', '29414', '196379', '406955', '203530', '83862', '13560']"
228681,['15718'],"['15718', '142909', '15718', '956283', '60936', '142909']","['214046', '14100', '718570', '72075', '23923', '783931', '17445', '924763']"
281419,['196963'],['196963'],"['610427', '768751', '776645', '899197', '927598', '48328', '68764', '111855']"
290417,['16720'],"['612980', '612980', '612980', '16720', '16720']","['1185', '179676', '148102', '49187', '18641', '269118', '135253', '227766']"
265823,['79685'],"['1795', '851511', '23501']","['457862', '805947', '15189', '1795', '483797', '188005', '261277', '837067']"
2857,['7258'],['7258'],"['7259', '2897', '83395', '3841', '7260', '596561', '12416', '454584']"
242492,['232126'],"['1645', '232126', '776073', '549604', '232126']","['98332', '91615', '6183', '973', '3439', '213435', '757330', '839083']"
280669,['151788'],"['151788', '873192']","['7982', '962785', '15938', '953997', '50834', '14831', '184612', '965701']"
276718,['7754'],"['262485', '262485', '262485', '262485']","['5084', '14947', '565767', '7754', '21316', '165219', '113170', '215132']"
284509,['26888'],['80191'],"['19358', '34883', '914713', '601792', '248574', '763142', '949609', '841573']"
289268,['217058'],['217058'],"['228780', '972', '2608', '504857', '2376', '4570', '14585', '7516']"
284846,['60116'],"['444647', '778623']","['12302', '166933', '82306', '514081', '642148', '23288', '61755', '919964']"
295635,['18046'],"['18046', '649968', '40469']","['252531', '14951', '581970', '654524', '630302', '179737', '770737', '139921']"
280206,['415183'],"['415183', '39205', '144996']","['933832', '680758', '15341', '31575', '24270', '138010', '543457', '683688']"
291598,"['240178', '577400']","['240178', '577400', '443619']","['694889', '32396', '876514', '132431', '764712', '411549']"
253389,['96497'],"['178338', '796055', '652993', '796056', '842700']","['38755', '107300', '15188', '537807', '70615', '853853', '587653', '866176']"
278182,['596449'],"['596449', '85390']","['79275', '15760', '221848', '714777', '3336', '33551', '4788', '714813']"
287509,['606417'],['420408'],"['1795', '879397', '977847', '977849', '977850', '977852', '396778']"
42303,['218043'],"['218043', '18855']","['18855', '218043', '2161', '15884', '407311', '93124', '35581', '953341']"
292214,['550123'],"['208091', '550123']","['838420', '717191', '176087', '773953', '260805', '911563', '738450', '133337']"
278610,['41551'],"['41551', '502385', '890732']","['575224', '458105', '236702', '833859', '176087', '573063', '860630', '890731']"
264394,['30209'],"['839895', '132095', '839896', '889910']","['136628', '188721', '10461', '9337', '23887', '26078', '946822', '16734']"
5818,['1066'],['1066'],"['12972', '12973', '12197', '3628', '10077', '6514', '3846', '9431']"
286637,['23284'],"['135984', '23284', '23284', '6099', '6099', '45740', '45740']","['844975', '928644', '11738', '155721', '934963', '934964', '775087', '896074']"
297016,['223335'],"['637855', '223335']","['38766', '178367', '225987', '819530', '803956', '917213', '858840']"
228321,['45962'],"['45962', '106453']","['21087', '178132', '65120', '67043', '73089', '217894', '2035', '1793']"
275050,['21630'],"['421994', '21630']","['88478', '27971', '660470', '98028', '21009', '427585', '87248', '855722']"
304872,['676908'],['834220'],"['413433', '235787', '24474', '4489', '24749', '100895', '2715', '130875']"
242734,['594003'],"['37782', '594003']","['17043', '849837', '599594', '22533', '55519', '118000', '230134', '18555']"
291483,['5079'],"['5079', '847491', '847491', '847491']","['17028', '24485', '167254', '188592', '660965', '706221', '839686', '932301']"
231919,['97549'],"['97549', '45740', '45740']","['5081', '18855', '25944', '2080', '8124', '6862', '10901', '9765']"
303338,['910785'],"['910785', '485316', '961415']","['963927', '963928', '963929', '963930', '963931', '963932', '963933', '963934']"
237821,['626'],"['626', '690157', '690159']","['408347', '612492', '21067', '421334', '3336', '738679', '79911', '17423']"
247045,['172509'],"['712948', '796007', '172509', '796007']","['663452', '486844', '681598', '139430', '618076', '188601', '600458', '22607']"
268603,['543035'],['543035'],"['543025', '237320', '839973', '543027', '265756', '726577', '543029', '753943']"
305606,"['571855', '100888']","['62968', '100888', '979072']","['911446', '62968', '979069', '187470', '979070', '176697', '889794', '612260']"
283589,['41043'],['41043'],"['254449', '237410', '255358', '87196', '202897', '784032', '948768', '980486']"
306537,['21762'],['21762'],"['21762', '916131', '970246', '916130', '705154', '835771', '973440', '832214']"
253125,['17423'],['17423'],"['17423', '172028', '194479', '137485', '557841', '24411', '487827', '421288']"
10568,['1457'],['41907'],"['14100', '14624', '8407', '14086', '119', '79795', '11849', '39913']"
294372,['837825'],"['837825', '642924']","['962873', '964854', '29188', '5084', '239153', '778535', '667173', '965707']"
287116,['81272'],"['81272', '261114']","['168760', '92919', '550849', '734882', '238288']"
270653,['38440'],"['38440', '169384', '757714', '757715', '21750']","['21750', '12094', '4636', '5123', '187255', '477196', '477195', '165219']"
273348,['639654'],"['639654', '763422']","['907531', '946973', '876013', '907534', '584634', '907532', '931580', '470693']"
290439,['123112'],"['25980', '123112', '43718']","['97635', '7982', '6322', '29767', '871618', '579500', '616271', '648110']"
6272,['13170'],['3842'],"['13171', '10299', '2875', '13172', '2991', '21985', '121909', '27197']"
287667,['139845'],['139845'],"['659733', '610427', '76254', '96287', '245825', '476741', '207593', '440575']"
263074,['41537'],"['20610', '53124']","['46797', '868547', '661436', '862322', '212866', '501563', '891573', '641078']"
130954,['8743'],"['43293', '18724', '8743']","['923', '20204', '201721', '975', '100692', '16047', '11134', '17346']"
285346,['831874'],"['910558', '549579']","['864250', '671842', '795445', '200367', '110238', '15239', '104786', '444307']"
123532,['174792'],"['139147', '36947', '85867', '545566', '545571', '139147']","['6226', '8758', '68418', '14092', '52430', '18940', '48327', '545530']"
131155,['41500'],['41500'],"['14261', '2882', '77282', '7918', '6315', '104914', '157790', '126015']"
111138,['92959'],"['38748', '37782', '60506', '38749']","['2562', '14454', '21331', '17388', '63785', '92187', '76827', '109377']"
286059,['200051'],"['200051', '924315']","['716242', '509760', '397098', '144287', '223430', '149161', '29435', '980533']"
263062,['491330'],['491330'],"['208088', '100661', '443053', '15644', '796356', '211930', '264719', '3427']"
299769,['713825'],"['713825', '867968']","['16426', '842803', '83253', '824337', '428856', '131634', '43663', '982461']"
256661,['21977'],"['125398', '443787', '21977']","['14369', '104746', '65960', '765819', '673213', '120337', '104315', '828225']"
284911,['46510'],"['73485', '75279']","['870941', '459405', '941470', '9433', '599589', '550211', '26063', '925145']"
239548,['30026'],['30026'],"['63418', '202625', '34703', '32765', '742603', '742604', '742605', '742606']"
290998,['25799'],"['25799', '25799']","['17614', '18856', '846150', '6674', '55775', '39535', '934039', '775107']"
33300,['3859'],"['3859', '55650']","['13593', '8504', '6315', '2991', '13451', '2393', '15495', '5293']"
211012,['47801'],"['47801', '202258']","['97604', '200576', '90379', '22901', '14017', '41623', '891573', '19053']"
278587,['426605'],"['60505', '60505', '436723', '451812']","['692689', '13813', '32385', '913523', '572', '445123', '977841', '579204']"
258374,['34488'],"['34488', '3423']","['21376', '8', '726862', '22319', '49430', '61593', '113345', '137779']"
261638,['38440'],"['108384', '38440', '38439', '92621', '68414']","['38439', '134308', '829845', '29028', '6415', '4413', '5083', '71436']"
268966,['2096'],"['2096', '80254', '969245']","['90259', '7542', '965427', '965428', '720657', '51198', '79170', '123562']"
287738,['11124'],"['11124', '42934']","['920476', '811971', '2078', '5120', '194479', '198048', '815403', '960233']"
293085,['153402'],"['153402', '840407']","['765171', '934779', '21307', '515044', '934780', '858984', '25072', '934781']"
303454,"['493435', '549109']",['20844'],
281087,['31942'],"['31942', '31942']","['8471', '403573', '418466', '19036', '217721', '714777', '14611', '97768']"
284465,"['18856', '908019']","['909597', '908019', '18856']","['18856', '908019', '660566', '25610', '217597', '15037', '583956', '915558']"
264814,['102851'],"['85851', '102851']","['5390', '2374', '18572', '868689', '795563', '187841', '506290', '44698']"
302450,['607898'],,
18477,['795'],"['41907', '971650', '25615']","['795', '11488', '27868', '973', '11', '16641', '32561', '57124']"
287059,['264462'],"['264462', '12405']","['200525', '663452', '5084', '861864', '76933', '246134', '892405', '617695']"
2133,['5534'],"['52719', '52720']","['1722', '1128', '260', '2882', '5535', '7555', '13370', '30858']"
303687,['14673'],['14673'],"['8258', '119920', '126527', '518044', '242153', '131009', '61854', '542711']"
20172,['1057'],['1057'],"['9109', '29259', '29260', '10480', '11952', '4622', '414753', '112622']"
287644,['646933'],"['406754', '918391']","['89605', '2098', '83324', '94559', '80223', '402954', '503559', '258713']"
28115,['2076'],"['2076', '2078']","['2078', '14742', '63795', '63796', '63797', '63798', '5054', '49187']"
235828,['205706'],"['499986', '552883']","['638478', '32404', '150090', '466129', '44069', '505183', '577177', '36492']"
291311,['7978'],['7978'],"['3099', '2165', '217373', '958200', '206821', '930523', '862110', '546144']"
244560,"['656439', '128589']","['128589', '656439', '419', '420']","['2163', '5119', '12752', '145259', '205388', '141771', '16836', '128592']"
182953,['262621'],"['66224', '453824', '453825', '262621']","['932499', '545345', '763125', '243523', '424562', '93155', '96544', '881572']"
311020,['871009'],"['871009', '182119', '927403']","['552281', '799179', '737367', '267744', '675213', '265717', '848139']"
257482,['15570'],['15570'],"['12972', '12302', '403573', '83323', '646619', '33387', '761074', '214046']"
310801,['237544'],"['149322', '130367']","['67073', '545811', '137672', '14553', '625948', '8231', '83682', '144272']"
274484,['25052'],"['25052', '95819']","['5119', '17765', '218373', '414207', '248695', '213029', '93124', '184343']"
281719,['617519'],"['617519', '762585']","['160886', '900298', '900299', '838051', '744258', '2497', '503740', '769546']"
264386,['5079'],"['588665', '5079', '139197']","['87127', '24485', '143373', '895694', '895695', '895696', '34421', '2079']"
255238,['95119'],"['95119', '874796']","['68739', '746355', '750703', '874786', '229238', '229006', '874791', '874787']"
293047,"['761678', '761679']","['761678', '761679']","['38766', '38439', '222195', '886426', '909878', '970562', '954198', '970563']"
287623,['99042'],"['99042', '411770', '551126']","['918324', '702814', '3336', '964491', '29203', '940813', '964493', '817044']"
292015,['876510'],['876510'],"['685797', '96348', '403771', '460175', '930060', '140196', '917706', '895190']"
189370,['6099'],"['6099', '502427', '170938', '82169']","['6099', '1484', '185170', '506290', '66054', '3153', '2080', '2078']"
286890,['26385'],"['24885', '26385', '26385', '26385', '480873', '86530', '86530', '86530', '24871', '24871']","['24871', '5390', '804940', '486844', '797984', '819252', '679258', '911219']"
260812,['1792'],"['77188', '36301']","['1792', '255904', '859102', '171873', '2563', '638689', '253135', '14391']"
280880,['32425'],"['113183', '80840']","['912095', '1795', '661436', '217721', '60219', '880950', '901964', '784941']"
26818,['4059'],"['41446', '74688', '41448']","['53429', '43777', '2014', '55210', '91615', '4059', '29200', '117763']"
287080,['647247'],"['647247', '130709']","['947', '220861', '131972', '515542', '76911', '210888', '29910', '44055']"
204239,['784267'],"['61864', '845143', '194074', '845144', '845145']","['27953', '540941', '215317', '101335', '20176', '513610', '134712', '234699']"
202924,"['553321', '18097', '18096']","['35690', '614762', '35690']",['708']
292597,['23027'],['23027'],"['649469', '128597', '2372', '62662', '67073', '744130']"
28537,['17423'],"['420', '17423', '419']","['630', '5119', '24871', '2349', '17580', '17423', '4168', '32943']"
241997,['11124'],"['52117', '11124', '42934']","['194479', '419732', '198048', '52117', '129665', '679434', '16452', '22259']"
299598,['13549'],['13549'],"['952796', '952797', '952795', '953165', '981099', '981100']"
285749,['208806'],"['208806', '158157']","['208806', '38766', '700717', '656189', '947325', '54818', '156605', '237343']"
280764,"['899269', '667581']","['907839', '907622']","['905632', '812181', '2427', '491731', '597184', '235960', '869220', '869116']"
283994,['71912'],"['756414', '970491', '96054', '970496']","['2608', '17690', '754666', '819376', '802699', '25021', '253866', '221852']"
6777,['11124'],"['11124', '9524']","['923', '14430', '5892', '14431', '2377', '8402', '154834', '11137']"
261339,['18940'],"['18940', '140840', '720452']","['95676', '28561', '17446', '4788', '6810', '226963', '2334', '1917']"
133392,['27087'],"['243230', '259466', '27087', '41907']","['525421', '599594', '147909', '105127', '1195', '422140', '3146', '16228']"
187191,"['128589', '656439']","['128589', '419', '128589', '402181', '128589', '46046', '420']","['5728', '12752', '24873', '102631', '128589', '17423', '2163', '2319']"
292502,['166672'],"['680773', '782977', '166672', '680773']","['729660', '705743', '26138', '249618', '83894', '930618', '980342', '980343']"
234057,['421994'],"['631467', '716191']","['117304', '190484', '14088', '28010', '142244', '18288', '20043', '743913']"
294589,['102959'],"['102959', '102401', '836000']","['859390', '939074', '694730', '21887', '678294', '878696', '673664', '936220']"
293544,['422743'],['422743'],"['2098', '98085', '759382', '578000', '155768', '10608', '18021', '687567']"
287057,['652454'],"['652454', '766570', '547368', '652424', '547368']","['196716', '2608', '25104', '923310', '956319', '956320', '222377', '956321']"
289126,['762443'],['762443'],"['792595', '732764', '208846']"
240617,['22046'],"['192027', '26743', '439602']","['31683', '736605', '540941', '104786', '127031', '818925', '204823', '680025']"
29144,['1457'],"['41811', '82674', '1457']","['14100', '99999', '100000', '74615', '98477', '4871', '96281', '66704']"
297305,"['97326', '2389']","['97326', '2389']","['180052', '236096', '506290', '133408', '3153', '97326', '461080', '620068']"
230141,['6494'],"['436109', '60437']","['41623', '237', '11657', '84968', '6617', '815393', '815392', '2018']"
29276,['13170'],"['12468', '68219']","['61009', '65004', '65003', '14621', '3853', '5893', '9805', '22225']"
275207,['209499'],"['59857', '209499', '769005', '751717']","['162038', '18066', '8471', '136096', '20966', '196680', '98332', '178123']"
30717,['5118'],"['6131', '5119', '5118']","['2590', '6527', '2026', '2029', '9212', '2115', '8124', '4636']"
2968,['1167'],"['46124', '52743']","['4141', '7554', '7555', '7558', '13152', '52742', '4549', '52735']"
26230,['17299'],"['45757', '104272', '26402']","['6', '487', '1459', '7249', '7329', '34602', '59978', '1030']"
189549,"['71968', '71967']","['503467', '71968', '97107', '97108']","['57126', '81795', '246148', '14092', '695311', '268668', '16021', '737565']"
236852,['1457'],"['85040', '1457', '38460', '409177']","['14100', '151878', '801753', '862322', '777141', '38861', '124079', '883004']"
23726,['32427'],['32427'],"['32428', '32429', '32430', '32432', '32431']"
281941,['29028'],['29028'],"['2083', '29028', '62868', '2376', '2372', '3347', '41221', '908160']"
280861,"['434476', '434475']","['514589', '434476', '434475']","['3614', '6226', '81166', '78136', '150120', '541504', '231217', '129341']"
35973,['471'],"['45662', '69966', '85789']","['12972', '14100', '1969', '373', '1696', '71767', '56353', '37622']"
127122,['142452'],['142452'],"['41623', '21353', '15280', '86518', '24248', '147623', '203006', '66321']"
292719,['958034'],"['92974', '92974']","['74333', '74333', '74333', '219723', '219720', '398331', '86506', '242755']"
44445,['42613'],['42613'],"['7517', '5568', '94488', '12024', '63506', '94489', '55757', '1795']"
274530,['136119'],"['136119', '603723', '265599']","['91503', '198048', '436215', '160886', '838834', '82568', '88636', '838835']"
242476,"['19647', '542045', '640238']","['1780', '451855', '755388', '1780', '88582', '6295', '2908', '146083']","['14454', '25754', '104803', '1780', '101961', '25754', '15189', '15189']"
257754,['35733'],['35733'],"['913663', '913660', '95676', '6146', '222248', '5447', '12171', '40294']"
257706,['3231'],"['3231', '3231', '44999', '598469']","['87127', '14613', '33121', '185204', '32896', '188601', '816295', '173450']"
7869,['780'],"['780', '37067', '44272']","['191', '5902', '6459', '613', '9403', '15983', '1935', '15881']"
229831,['471'],"['137492', '137492', '62670']","['519140', '586280', '44069', '692414', '43981', '22853', '192355', '574423']"
286044,['68485'],"['68485', '68485']","['703', '801910', '237410', '559', '397993', '149872', '575614', '871781']"
303601,['404695'],['404695'],"['962149', '962148', '942785', '848698', '185235', '753597', '620590', '707544']"
300843,['16185'],['16185'],"['805985', '664463', '25019', '847473']"
276064,['104785'],"['118860', '118860', '728747', '127876', '127876', '728747']","['705743', '649538', '117459', '104785', '820277', '416661', '192337', '916652']"
285168,['146639'],['146639'],"['17423', '5084', '7982', '91434', '799612', '869267', '896628', '742634']"
1766,['894'],"['42366', '85726', '18190', '59536', '53001', '894']","['823', '1310', '2796', '1161', '1920', '4507', '3984', '181']"
305333,['404585'],"['404586', '404585']","['126031', '635755', '842127', '111718', '157917', '115435', '216296']"
276716,['144924'],"['239044', '144924', '144924']","['6415', '38768', '179676', '133471', '25021', '447016', '222568', '74775']"
277500,['211287'],"['211287', '228125']","['97635', '51003', '169765', '939733', '2190', '62868', '189586', '819721']"
127836,['97462'],['97462'],"['16293', '8399', '126825', '75269', '194479', '1398', '70731', '185108']"
250465,"['32674', '186194']","['21610', '32674', '32674']","['5119', '2374', '32674', '21610', '29910', '447550', '201699', '165700']"
145083,['22513'],"['22513', '257005', '257005', '59970']","['212326', '98477', '252886', '4062', '80899', '35560', '35000', '561']"
241160,['491330'],['491330'],"['208088', '502680', '18732', '26993', '455309', '708953', '747766', '644408']"
254755,['46684'],"['72841', '46684', '53961', '546052', '415787']","['10976', '6226', '723723', '44393', '6593', '815760', '204015', '894940']"
292798,['130703'],"['130703', '601981', '753950']","['93105', '220884', '421288', '590100', '65258', '24498', '876338', '499209']"
236242,['84225'],"['84225', '37930', '225043']","['477195', '84225', '237320', '214497', '467381', '626719', '99812', '167014']"
263272,['409675'],"['95631', '171984', '173928']","['19781', '50637', '760789', '104836', '789903', '191568', '726862', '93952']"
290922,['35365'],"['477555', '35365']","['96479', '218232', '895122', '973409', '439619', '690348', '857289', '897971']"
200313,['11732'],['88300'],"['226963', '126186', '17802', '25319', '17443', '102973', '630753', '45659']"
298466,"['25658', '951748']","['25658', '25658', '786693', '520247', '980144', '561427', '700717', '591496', '667393', '38197', '542767', '513901', '46216']","['25658', '128589', '128592', '93124', '95045', '650046', '2372', '520247']"
285816,['17246'],"['17246', '452580']","['12094', '17246', '6415', '3330', '17346', '26149', '21957', '956195']"
130336,['571659'],"['59857', '59857', '92070', '145010', '92070', '571659']","['133640', '120365', '582633', '217908', '548169', '85297', '208088', '716290']"
279104,['124791'],['124791'],"['621781', '507300', '41550', '783634', '132431', '574165', '236822', '947467']"
277192,['518391'],['518391'],"['6417', '774903', '559502', '870055', '615205', '28633', '19154', '809431']"
281976,['168822'],"['168822', '203872']","['91503', '228780', '20277', '133471', '144982', '172537', '16749', '2764']"
295206,['765586'],"['687174', '106502', '941364', '477741']","['716291', '687174', '771643', '577009', '659808', '22604', '839634', '711490']"
291970,['170365'],"['170365', '699617']","['450063', '82057', '15551', '177597', '95382', '979492', '954987', '979493']"
206775,"['68078', '797706']","['68078', '797706', '526167', '461191', '174307', '174307', '797706']","['795682', '33131', '34249', '37644', '100713', '244845', '6887', '245024']"
250824,['20295'],"['20295', '37212']","['40179', '32943', '565767', '29010', '229397', '32946', '781267', '185692']"
302103,['181452'],['626'],"['959813', '831920', '959810', '798063', '45734', '842189', '896628', '959812']"
251681,['692783'],['692783'],"['793639', '680642', '702092', '399652', '125905', '793640', '831203', '447929']"
278710,['29357'],"['33268', '891056']","['6593', '696', '769523', '542369', '130002', '97574', '229643', '882532']"
222692,['24377'],"['36204', '174462']","['693797', '6556', '1422', '90259', '27868', '1969', '582633', '5480']"
1628,['372'],"['38320', '372', '38320']","['375', '1825', '4466', '374', '358', '1571', '476548', '4452']"
186437,['216037'],"['425614', '425614', '92651', '92650', '92651', '543617', '934637', '92650', '934638']","['588862', '25907', '711517', '765470', '6226', '805432', '426525', '15715']"
271293,"['560293', '528435']","['560293', '267617', '744928']","['560293', '134443', '214497', '143373', '7982', '977386', '977387', '977388']"
114782,['30367'],"['88905', '30367']","['19334', '65719', '2535', '5293', '117304', '1196', '487728', '35000']"
297798,['30289'],"['30289', '949404', '692529']","['255057', '119621', '236090', '89473', '474959', '793272', '52751', '221330']"
180887,['27087'],['255506'],"['33385', '31683', '46797', '20610', '51703', '95526', '90379', '154314']"
8506,['189'],"['189', '43107', '43392']","['5390', '923', '6459', '16749', '92', '11375', '21131', '21319']"
242600,['28584'],"['20296', '28584', '20296', '28584', '29293', '20296', '419452', '840497']","['28586', '47181', '8766', '249636', '1793', '117875', '729660', '32396']"
302292,['840288'],"['139161', '422693']","['16452', '177908', '808822', '566743', '119612', '755610', '99124', '427289']"
52933,['6494'],"['80307', '80840']","['749871', '12839', '97468', '95438', '97470', '3080', '97669', '97670']"
50145,['17423'],"['17423', '21750', '70141', '84225', '38766']","['70141', '21750', '84225', '38766', '81645', '17423', '630', '5642']"
287083,['82673'],"['134005', '21166', '134006']","['105127', '841292', '136334', '97817', '199500', '814956', '758528', '218523']"
