movie_id,realisateurs,scenaristes,acteurs
26517,['34803'],['34803'],"['34790', '34801', '34810', '131323', '145458', '34812', '111685', '145453']"
270017,['680319'],,"['892837', '200536', '145966', '860251', '765464']"
29307,"['61214', '32341']","['61214', '63620', '69748', '63622']","['63597', '62282', '63598', '63603', '63605', '63608']"
3014,['113'],['113'],"['113', '1941', '2115', '2585', '2590', '7675', '7643', '103']"
4253,['5289'],['5289'],"['2678', '5290', '130247', '7309', '10193', '10194', '76737', '8462']"
42762,['10506'],"['99584', '130865', '130866']","['4239', '71289', '3264', '2120', '662', '55106', '78538', '38278']"
45665,['76229'],"['14451', '68033']","['14451', '93689', '48079', '469437', '33436', '61113', '124389', '412497']"
4731,['23'],"['230914', '65247', '451254']","['7510', '331', '24', '925', '11188', '11189', '1707', '7499']"
32611,['3223'],"['44137', '3223']","['110231', '42695', '5481', '3224', '550', '13989', '14517', '16021']"
32692,['55888'],['11789'],"['577', '27146', '89505']"
32821,['16265'],['58508'],"['56033', '67632', '56036', '24541', '27950', '66129', '66133', '66134']"
35375,['7530'],"['7530', '42926', '11805']","['326', '20204', '8746', '2593', '67073', '2318', '13508', '166765']"
37166,['14'],"['5995', '65103', '10281', '54611']","['67548', '4723', '10432', '119560', '3554', '16547', '9480', '119562']"
288920,['921738'],"['921738', '633796']","['825101', '921739', '171187', '431324', '445444', '686513', '468857', '871098']"
304559,['232125'],,"['964920', '964921', '29905']"
109108,['45298'],,"['74206', '1116', '31695', '25939', '77772', '16535', '2770']"
111080,['204394'],"['239965', '239966', '204394']","['188768', '141247', '34413', '61593', '240447', '39695']"
118957,['94435'],"['94435', '73219', '108499']","['73219', '94435', '108499', '136254', '107363', '136257', '108189', '136280']"
127937,['189338'],['78666'],"['22958', '72595', '8633', '17634', '29826', '92802', '189330', '189333']"
129647,['7407'],['7407'],"['126797', '92060', '327', '5074', '65516', '134304', '199695', '426873']"
138317,['231917'],['231917'],"['61928', '144191', '199488', '100906', '126239', '107391', '231919', '231929']"
14285,['1649'],"['242736', '85287']","['415', '414', '3265', '170694', '14617', '197233', '3681', '140548']"
14758,['8495'],['8495'],"['5943', '20265', '24234', '24235', '24236', '33063', '140197', '140198']"
148368,['160740'],,"['55955', '114839', '146895', '269330', '269331']"
15325,['24787'],['24787'],"['4819', '17044', '10561', '6994', '1079', '4436', '24144', '78705']"
169741,['55218'],"['247107', '55218', '144780', '148492']","['26546', '26803', '42712', '59015', '66491', '107312', '107432', '160581']"
18418,['22431'],['91526'],"['12336', '23848', '4789', '39745', '9486', '11790', '44633', '4702']"
187584,['21747'],"['10664', '240916', '492639', '21747']","['7754', '100692', '246134', '31674', '539350', '72059', '74076', '502166']"
18896,['18740'],['18740'],"['112696', '28214', '43505', '54629', '165916', '112970', '129803', '28213']"
192848,['481319'],"['455325', '481319', '622774']","['587830', '517614', '6946', '15831', '622751', '238160', '539746', '431968']"
249075,['247230'],['672316'],"['669789', '524091', '104437', '7249', '232284', '219256', '156727', '7866']"
253019,['170402'],,"['210432', '449702', '413048', '417328', '760879', '675797', '676582', '819407']"
254447,['531875'],['531875'],"['635631', '775286', '648364', '856687', '176921']"
255138,['203129'],"['128899', '203129']","['676539', '213861', '265182', '252503', '64781', '14955', '232079', '187516']"
273582,['560030'],"['666570', '560030']","['666570', '836743', '772501', '718637', '895218', '895217', '855099', '684643']"
228869,['150006'],['684573'],"['150063', '572612', '435527', '606716', '517755', '451273', '459576', '583642']"
46915,['4354'],"['4354', '68882', '71290']","['4666', '905', '1309', '7608', '7607', '4357', '11415', '740']"
30638,['5488'],"['45579', '148268', '643132', '116', '45592', '5488']","['114', '115', '5452', '45591', '2889', '23243', '76724', '3390']"
30942,['4674'],"['47618', '4674']","['17614', '17704', '47623', '1185', '20234', '39989']"
34245,['56739'],,"['4637', '164', '58889', '8999']"
35955,['2459'],"['44903', '44902', '55697']","['25744', '1562', '13729', '3220', '64058', '66975', '16666', '526449']"
4967,['2620'],"['2620', '44820', '43524']","['11400', '2213', '2620', '27913']"
258056,['572439'],,"['38983', '185170', '817244', '213821', '527639']"
26618,['7679'],"['7679', '76234']","['4396', '1303', '34846', '1365', '1564', '68512', '31332', '13625']"
266321,"['519749', '846578']","['519749', '504391']","['426201', '526461', '45734', '44705', '256610', '603286', '878866', '182372']"
267878,['30838'],"['20839', '30838']","['3013', '5947', '220920', '14486', '12731', '751947']"
269244,['25960'],"['497231', '25960', '171494']","['166294', '237191', '31028', '110108', '178381', '125959', '759454', '247568']"
273862,['872664'],,"['819060', '820102', '819067', '682996', '849674', '843010', '872666']"
28434,['201'],['201'],"['9772', '41523', '41525', '72368', '34725', '72367', '5387', '72369']"
286856,['915827'],['41181'],"['924776', '252462', '915845', '924777', '788421', '202824', '915843', '817280']"
287208,['59342'],['859303'],"['592821', '471895', '46940', '47270', '856482', '553955', '218949', '107576']"
53244,['67'],"['53017', '73531', '53017']","['1493', '2190', '1542', '4142', '485']"
54131,['97719'],"['30532', '97719']","['163436', '79674', '163437']"
5598,['12923'],"['27661', '27661']","['662', '1908', '27661', '4295', '25535', '33329', '125508', '131399']"
57730,['2561'],['69234'],"['21084', '9878', '76797', '136901', '6478', '136902', '132633', '138085']"
58172,['33496'],"['33496', '202843', '197409']","['93155', '28303', '99551', '34734', '56138', '41135', '144612', '186915']"
59657,['103078'],['103078'],"['12559', '3108', '383', '6268', '9001', '103068', '1026', '2621']"
59921,['5830'],"['85313', '103915', '74538']","['435', '1056', '787', '101172', '7202', '1023', '89148', '103913']"
75807,['233689'],,"['35063', '184448', '109658', '233685', '126039', '233686', '233687', '233688']"
111126,['19141'],"['148189', '148189', '195105', '95528', '95527', '189755']","['1191', '65720', '125110', '61855', '22419', '117271', '104638', '5241']"
11117,['3752'],,"['214391', '15535', '19924', '19927', '19928', '19925']"
112225,['10205'],['10205'],"['190268', '190269', '193274', '193275', '193276', '193277', '193278', '193279']"
114740,['85'],"['80033', '51333']","['1339', '70', '731', '987', '140', '162259', '162260']"
12194,['10989'],"['40820', '10989', '40823']","['512', '20204', '7984', '3347', '21054', '52930', '46534', '1010']"
136762,['219382'],"['219382', '559188']","['29260', '140978', '5671', '51513', '2730', '31534', '87317', '561430']"
138930,['76252'],"['236839', '236840']","['36639', '6787', '167536', '129890', '438143', '123409', '139861', '148428']"
141216,['67644'],"['67644', '208249']","['213592', '134639', '48561', '166228', '102301', '245523', '20587', '265545']"
147903,['251185'],['251185'],"['17122', '165328', '250512', '246155', '17124', '12931', '100620', '189034']"
173273,['409894'],['409894'],"['78197', '50641', '124526', '39745', '3242', '117313', '111722', '441163']"
17882,['27240'],"['179105', '101818', '101819']","['11680', '4544', '15715', '27241', '27242', '59141', '27243', '602736']"
188998,['499600'],['499600'],"['110714', '499596', '255867', '435906', '499594', '418082', '499598', '418090']"
19454,['15580'],"['15580', '82866', '52968']","['20204', '22607', '28664', '24176', '59747', '28667', '82902', '12598']"
194710,"['580437', '104289']","['525345', '16176', '16176', '525347', '92771', '525348', '92772', '73083']","['256239', '85407', '237777', '525342', '459576', '501752', '73083', '525343']"
195860,['532510'],['163623'],"['104996', '457893', '107538', '104966', '115016', '254561', '168405', '26818']"
196080,['261415'],['261415'],"['537642', '537643', '537644']"
196275,"['534566', '534600']","['175219', '534566']","['572114', '573279', '573280']"
198701,['442413'],['51177'],"['12024', '123054', '469451', '19155', '47819', '105035', '110649', '491121']"
228331,['693730'],"['681292', '241189', '693730']","['33229', '111788', '134053', '8093', '262282', '6628', '231096', '172473']"
23318,['8900'],"['8900', '67890', '67891', '165522', '165523', '165524']","['32193', '16987', '21664', '2693', '68173', '17914', '68171', '68172']"
217485,['5326'],['5326'],"['139886', '227418', '85320', '623349', '623350', '623352', '456422', '32983']"
22122,['768'],"['77375', '12928']","['554', '18920', '990', '92714', '74006', '154914', '54788', '2851']"
247102,['182836'],['182836'],"['3616', '30273', '41536', '188768', '15549', '698251', '443406', '554924']"
249136,['513920'],"['601592', '601592']","['265836', '15233', '782082', '212253', '745745', '222306', '741833', '581317']"
252089,['642754'],['642754'],"['202607', '548750', '1269', '12', '663313', '776595', '219994', '629403']"
253682,['28892'],"['28892', '28892']","['947', '104417', '783562', '210020', '834109', '822069', '796937', '800997']"
236377,['95472'],['95472'],"['626004', '728107', '228679', '171085', '712485']"
237587,['147670'],['147670'],"['147670', '187382', '454578', '81175', '149206', '140553', '659676', '448450']"
242589,"['755893', '755895']","['755893', '460166']","['755897', '755898', '760276', '755896', '755899', '740821']"
20396,['29475'],['29475'],"['45863', '3255', '13486', '22014', '29476', '68477', '19297', '65166']"
59254,['6459'],['102060'],"['157785', '16498', '5087', '33556', '55264', '162364', '172519', '19685']"
59736,['8402'],"['8402', '35272', '1554']","['8402', '1554', '11391', '147626', '5903', '27916', '168171', '13299']"
6008,['1017'],"['1017', '175198']","['13269', '13270', '13271', '13272', '13273', '13274', '175201', '175202']"
61446,['84795'],"['140414', '144145', '84795']","['320', '26160', '147446', '22045', '147719', '147720', '241050', '147722']"
66001,['119369'],"['119369', '430007']","['73726', '170037', '172434', '197726', '397627', '98', '12918', '119529']"
9042,['100'],"['100', '36290', '76509', '75003']","['6290', '76511', '631', '9046', '3108', '11029', '18319', '5459']"
273423,['407671'],,"['180867', '34730', '350', '503902', '814989', '236699', '222894', '187517']"
278226,['599404'],,"['147722', '10901', '889442', '593907', '889443', '889444', '889445', '889446']"
285485,['459659'],['932524'],"['892683', '431967', '451241', '737452', '797577', '238158', '435567']"
285490,['8863'],"['8863', '75487']","['706778', '911161', '668239', '911159', '772677', '93115', '7263', '911160']"
286377,['914332'],"['914332', '95254', '948345']","['61755', '587914', '138302', '6628', '471897', '800722', '541523', '828633']"
261748,['523116'],"['574170', '793935', '793935', '793935', '793935', '564047', '564047', '564047', '852952', '852952']","['570998', '179677', '141771', '852963', '852964', '102664']"
290811,['541007'],,"['93314', '470474', '419966']"
29549,['36333'],"['4521', '42366', '36333', '42367']","['952', '4257', '4168', '74065', '1396', '15342', '3708', '35898']"
29569,"['29454', '28475']","['42637', '42639']","['6049', '14427', '36363', '757', '68800', '4820', '42650', '2767']"
297888,['406072'],"['859302', '665230']","['105227', '713264', '83780', '912833', '788534', '201122', '792944', '867738']"
300502,['887536'],"['887536', '887624']","['654561', '955474', '887538', '585786', '955475', '955476', '887539', '958154']"
35537,['44182'],"['68404', '68405', '52800']","['15189', '17371', '23923', '84196', '32801', '16590', '470197', '190768']"
3673,['8192'],"['132241', '8192']","['270', '8194', '3776', '30930', '8181', '397', '132234', '132236']"
41746,['15243'],['15243'],"['15244', '1193', '37553', '11705', '38229', '18614', '15243', '52955']"
43031,['94515'],"['94515', '71784', '71785', '71786', '71787']","['94515', '71784', '71785', '71786', '71787', '6405', '37641', '30145']"
44224,['3715'],"['218229', '218229']","['58001', '11692', '40818', '90397', '90398', '606911', '110207', '62468']"
46536,['858'],['68890'],"['886', '823', '2011', '2602', '64212', '89633', '156782', '396939']"
47740,['81951'],['81951'],"['13118', '89775', '5010', '18734', '13486', '60737', '22685', '96265']"
39162,['68033'],['68033'],"['68034', '38279', '68033', '99743']"
256582,['52968'],['52968'],"['127118', '262590']"
118938,['167989'],"['167989', '186978']","['116429', '186968', '10392', '186969', '167989', '104480', '116973', '110591']"
120535,['526'],"['526', '188439']","['7516', '915', '99747', '8324', '149492', '135479', '188443', '188451']"
125100,['2066'],"['52906', '43524', '2066']","['11738', '36145', '150089', '46690', '27059', '26945', '132320', '187256']"
126255,['32444'],"['192491', '191611', '32444']","['4022', '12625', '762']"
133372,['244746'],['268193'],"['268195', '268194', '138463', '268196', '407142', '502451', '55299', '252336']"
134493,['24709'],"['213904', '215675']","['154078', '90996', '66633', '78865', '564092', '564093', '564094', '407143']"
135633,['220813'],['220813'],"['1941', '682', '1325', '204122', '9697', '197571']"
141369,"['20096', '242715', '128025']","['20096', '128025']","['14694', '460776']"
171132,['4425'],"['68679', '36301', '91491']","['2726', '7547', '7037', '10827', '167472', '3450', '402933', '8521']"
173877,"['416613', '416617']","['87233', '416614', '416615', '416616', '416618']","['79087', '138662', '68064', '62885']"
174411,['521560'],['184031'],"['34452', '44088', '103733', '204585', '413044', '413045', '413046', '413048']"
178354,['423131'],"['423131', '423132']","['38991', '69081', '17408', '42371', '553540']"
18465,['858'],"['81864', '81864']","['660', '1834', '27852', '27853', '5738', '83391', '80013', '260097']"
225818,['577692'],"['143490', '608875']","['409347', '624896', '156542', '672119', '90684', '63707', '672118', '622198']"
228050,['105540'],"['204446', '427377']","['144878', '597098', '638335', '585990', '186054', '110247', '638100', '203936']"
231273,['699582'],,"['699567', '699569', '590372', '699572']"
209718,['16060'],"['199996', '16060']","['15344', '28907', '566907', '527911', '11548', '39535', '55796', '176880']"
210539,['34435'],['34435'],"['18390', '75385', '12575', '74161', '17087', '28486', '9339', '501816']"
212927,['241731'],['602794'],"['223402', '230439', '602800', '248648', '602803', '602805', '639', '90695']"
221080,['25960'],['25960'],"['2195', '83322', '107983', '121540', '588565', '117874', '107356', '475661']"
25443,['8805'],"['49182', '49183']","['49174', '49175', '49176', '49177', '49178', '49185', '49190', '49193']"
255509,['264720'],"['264720', '489808']","['38861', '807474', '127863', '695264', '454093', '15037', '5944']"
236722,['32908'],['32908'],"['704244', '704246', '704247', '704245']"
240074,['502255'],['502255'],"['749473', '236273', '782679', '775087', '749474', '782681', '743928', '11131']"
240359,['97573'],"['97573', '745102', '745101', '578957']","['725604', '745104', '745107', '171468', '144476', '510895', '201063', '498998']"
242283,['88959'],,"['52624', '450420', '403714', '76598', '467287', '228800']"
20500,['29556'],"['29556', '17246']","['17246', '18855', '18552', '7981', '5120', '21268', '14412', '17029']"
2455,['6164'],"['84277', '37991', '50207', '50161']","['1686', '5605', '3282', '6166', '6165', '6159', '1893', '400664']"
234708,['614458'],"['614458', '456040']","['456040', '444434', '445492', '663659', '553553', '221751', '465796']"
5,['23'],"['1787', '2954']","['24', '25', '5278', '2731', '1572', '17136', '60519', '60520']"
509,['993'],"['64520', '36934']","['426', '905', '848', '798', '91131', '39282', '79655', '84393']"
54938,['42551'],['141651'],"['17396', '11542', '309', '63434', '94680', '14609', '18741', '38372']"
56378,['88245'],['114275'],"['41767', '80469', '96619', '107730', '132379', '108366', '690', '132381']"
61447,['6450'],"['6450', '130853']","['21084', '5893', '25698', '93155', '33408', '686', '987', '140219']"
6597,['5289'],"['5289', '129321']","['4250', '5446', '10345', '14168', '14169', '14170', '6226', '157287']"
284978,['909160'],['858071'],"['514037', '909155', '481384', '264491', '403127', '474183', '909156', '909158']"
28759,['75962'],['24160'],"['85050', '47197', '443663', '113275', '88418', '468559', '151337', '25558']"
261073,['565796'],"['565796', '583644']","['583644', '562578', '19499', '807238', '190156', '848900', '848901', '801861']"
298703,['226403'],['757165'],"['62448', '781337', '108376', '126377', '951334', '124847', '866649', '918026']"
40888,"['4034', '5830', '189', '113', '69291', '69293']","['8920', '116', '99521', '113', '69295', '39387', '7273']","['59526', '8193', '1377', '3554', '271', '4723', '635', '7146']"
41459,['17513'],['17513'],"['17517', '17516', '439392', '434992', '418108', '627172', '3776', '402101']"
41558,['67082'],"['536432', '70063']","['15189', '17914', '70062', '12939', '563822', '33715', '34510', '253669']"
4251,['10192'],['529567'],"['651', '1068', '6296', '15763', '531408', '40028', '5683', '53127']"
4376,['10296'],"['58771', '10296']","['734', '16403', '21840', '30989', '30990', '30991', '2535']"
449,['396'],,"['834', '1454', '1463', '67465']"
4519,['8557'],"['8557', '148059', '44614']","['630', '5642', '10721', '4554', '148055', '316', '10722', '2115']"
32262,['2612'],['54121'],"['662', '20658', '34646', '54106', '260', '4247', '54111', '54113']"
32564,['54948'],"['69934', '54968']","['54955', '54958', '55233', '54966', '54952', '23288', '135957', '536901']"
32973,"['2314', '6811']","['2314', '37056', '6811']","['635', '588', '9765', '9799', '24216', '13441', '150539', '150540']"
925,['2829'],['2829'],"['2829', '147331', '147359', '147360', '37464', '147362', '147364', '147365']"
9917,['18330'],"['58771', '145130']","['1542', '729', '18331', '20084', '966', '72806', '173209', '145127']"
111848,['2251'],"['139818', '72222', '85087']","['21877', '1676', '18428', '70847', '136197', '154587', '8062', '88528']"
12104,['14555'],"['42579', '42580', '14555']","['756', '8010', '7544', '21106', '8591', '21111', '16450', '16451']"
126832,['33301'],"['84980', '84980']","['1400', '15559', '10588', '2957', '11898', '31711', '12047', '3073']"
128427,['191185'],['191185'],"['191302', '191303', '191304', '219015', '219017', '219019', '219022', '219024']"
128519,['191181'],"['191181', '191282']","['191293', '126697', '82315', '200805', '200806', '194413', '200807', '198990']"
133645,"['195587', '416603', '417640', '433593', '433596', '433598']","['35044', '96187', '176333', '211861', '79324', '84406']","['104827', '195643', '44389', '129639', '44909', '130683', '214921', '100713']"
133723,['185294'],"['185294', '185294']","['142053', '78781', '29524', '102417', '488003', '165803', '84287', '19674']"
139461,['44294'],"['238506', '44294']","['246978', '262032', '262033', '262034', '262035', '398559', '398562', '78304']"
143758,['24847'],['24847'],"['178132', '86518', '95439', '6233', '32396', '142043', '216045', '414997']"
146995,['509354'],['509354'],"['99417', '506794', '461940', '230339', '26766', '114808', '30358', '108603']"
15681,['14480'],"['14480', '17613', '45740']","['5390', '77283', '14831', '2376', '2173', '32760', '1667', '25429']"
1776,['343'],"['343', '74886', '74888']","['143', '350', '4815', '845', '5387', '4254', '4287', '247129']"
180711,['429330'],['429330'],"['7541', '162038', '15987', '18919', '40489', '80635', '88817', '118089']"
182108,['424656'],"['446295', '446296']","['22024', '64435', '446299', '446302', '222873', '206749', '245724', '246651']"
18265,['69354'],['69354'],"['69081', '64267', '16775', '6348', '17818', '25801', '145255']"
184297,['70016'],"['40078', '620261', '40078']","['53063', '87399', '110825', '38758', '110887', '108057', '124847', '104893']"
188800,"['94609', '27589']",['27589'],"['58473', '73582', '24824', '191796', '178619', '928690', '928691', '928692']"
201221,['12196'],['12196'],"['93688', '150408', '105155', '19036', '6233', '3088', '9771', '2563']"
210598,['591755'],['591755'],"['591746', '537450', '591745', '591742', '475933', '191491', '476087', '635848']"
213100,['10026'],"['162675', '10026', '162675']","['1164', '2585', '162675', '7087', '100624', '228118', '38710', '76876']"
216513,['34559'],"['537596', '34559', '34559', '537596']","['83323', '23848', '625652', '131422', '458756', '625654', '625657', '625658']"
219607,['217638'],['217638'],"['104785', '459730', '92619', '27743', '139845', '633035', '430181', '620357']"
248542,['680849'],"['223146', '223144']","['99860', '128803', '165300', '2678', '824225', '814442', '551737', '773171']"
251860,['664865'],['548009'],"['589911', '683874', '575606', '441113', '438781', '679836', '664207', '525571']"
252555,['249407'],['462679'],"['90933', '199695', '145841', '472631', '411467', '106235', '681694', '165028']"
2357,['5956'],"['99612', '83528', '5208']","['547', '5562', '752', '5957', '55146', '4442', '99611', '18378']"
271179,['748568'],['748568'],"['865777', '191827', '456036', '947138', '437599', '947139', '947140', '947141']"
234157,['546166'],['546166'],"['709532', '588273', '709536', '709547', '709544']"
291575,['132837'],,"['142701', '116453', '929528', '132862', '503878']"
291662,['929830'],,"['929827', '929828', '929829']"
293746,['812714'],,"['936534', '448145', '936535']"
296855,['9160'],"['103327', '237567']","['3164', '234722', '467111', '555542', '251161', '139551', '666884', '680790']"
41745,['26903'],['38459'],"['21971', '50610', '15631', '3224', '25348', '38459', '101916', '179359']"
44860,['10205'],['91178'],"['529734', '91175', '91176', '91177']"
44913,['74365'],"['74358', '74359']","['74358', '74359', '88777', '46078', '80455', '80456', '51949', '52460']"
4507,['5552'],"['80799', '41021', '5552']","['5642', '2496', '10705', '10706', '80791', '80793']"
46959,['13354'],"['90250', '13354', '90250', '209260']","['53457', '211972', '88479', '5974', '90253', '90254', '90255', '13358']"
4727,['3023'],"['3023', '76205']","['3023', '11167', '11168', '11169', '9899', '76490', '33259', '1038']"
32809,['14837'],"['65422', '65423', '14837']","['56141', '34995', '56023', '56085', '56146', '56125', '8093', '64248']"
33064,['13228'],"['13228', '76819', '59217', '76821', '2764']","['2764', '567', '320', '10227', '76818', '11645', '1396']"
33114,['3911'],"['59773', '3911']","['3911', '1831', '5686', '1657', '13008', '11533', '30667', '3274']"
34507,['11275'],"['59808', '451169']","['1052', '2991', '11262', '45015', '10586', '52975', '416856', '69861']"
9946,['2620'],['2620'],"['18355', '18356', '18357', '18358', '18359', '18360', '99248', '99249']"
4948,['3769'],"['73610', '3769', '44481']","['4491', '4493', '9550', '11602', '11603', '11604', '201882', '205035']"
26340,"['34612', '34647']",['34612'],"['71442', '71443', '71444', '74633']"
2662,['1727'],"['1727', '64565']","['293', '6723', '1301', '6724', '6725', '7466', '38963', '134678']"
267869,['75310'],,"['489775', '190391', '459253', '845334', '435909', '182205', '187491', '801195']"
54489,['94238'],"['94238', '30322', '98482']","['1856', '4168', '94239', '13299', '2770', '7659', '3287', '8179']"
59150,['42696'],['11789'],"['14751', '33200', '10378', '11792', '26992', '11682', '5090', '34375']"
88702,['147412'],['147412'],"['38627', '82315', '39047', '103325', '158308', '158309', '90929', '142775']"
277755,"['100889', '890227']",,['896621']
10702,['19360'],['19360'],"['191', '12559', '539', '7516', '19361', '19362']"
108875,['19568'],['19568'],"['19569', '134881', '134882', '19568', '30831']"
115621,"['119695', '119038']","['119695', '119038']","['56406', '176985', '21283', '198173', '198174', '148017', '198175', '198176']"
12157,"['13027', '21179']",['21179'],"['21180', '89190', '89191']"
124261,['1843'],['132542'],"['71659', '100467', '30859', '71357', '95214', '101754', '179158', '84288']"
125075,['51253'],"['36181', '75815', '75815']","['10276', '54148', '42233', '34909', '24117', '9923']"
125776,"['137275', '160774']","['182094', '182097', '182098', '182102']","['8897', '25102', '55701', '32191', '28477', '19142', '6787', '79645']"
127676,['18935'],['92074'],"['12399', '7566', '6183', '261', '17801', '19056', '19880', '17520']"
133253,['32332'],['32332'],"['135371', '188443', '39203', '177380', '27730', '38930', '223157', '223158']"
144189,"['30543', '30545', '254504', '200858']",['30543'],"['209485', '90264', '218391', '204780', '184083', '184089', '132298', '221564']"
173527,['105529'],['106085'],"['168391', '105130', '156727', '170187', '103930', '64158', '104368', '411760']"
188769,['487069'],['498776'],"['7248', '54986', '118939', '498774', '498775', '94865']"
201,['739'],"['69100', '69100']","['740', '741', '742', '3963', '513077', '83138', '152320', '467879']"
22377,['30669'],"['71866', '1727']","['707', '4961', '1299', '31718', '2343', '2121', '7680', '138836']"
224607,['72641'],['72641'],"['511523', '659409', '209113', '588583', '659411']"
230435,['227614'],['498873'],"['128784', '130790', '694684', '147522', '170229', '502002', '502004', '635599']"
231544,['16468'],"['555658', '701283', '774798']","['16468', '413166', '763373', '19807', '30273', '29423', '469333', '68102']"
20863,['29906'],['29906'],"['82155', '1185', '16844', '13214', '18406', '29908', '25863', '47795']"
210057,['18043'],['36916'],"['512', '4504', '49763', '8241', '9139', '6742']"
254532,['668071'],,"['248549', '127960', '114671', '235592', '666459']"
240454,['24760'],['74583'],"['36870', '16836', '134721', '66534', '134079', '5943', '645464', '665754']"
24370,['12854'],['83074'],"['11488', '6146', '662', '1015', '29203', '1794']"
244221,['208003'],['208003'],"['763135', '763136', '763137', '763138', '519511', '796779', '796397', '796780']"
244434,['23962'],"['130370', '130371']","['13008', '95540', '172537', '39535', '201699', '764030', '764031', '126865']"
203506,['21006'],"['66245', '236830', '558094', '21006', '673830']","['127828', '35000', '522390', '72104', '119512', '150169', '587335', '6407']"
206416,['571502'],['571665'],"['10543', '19155', '170187', '107386', '153315', '235567', '457670', '436110']"
23514,['14635'],"['91494', '162181']","['4660', '89123', '14645', '90163', '717455', '594935', '162216', '71131']"
54228,['17444'],['157582'],"['28561', '76254', '973', '20175', '157576', '126161', '113298', '157577']"
69105,['7485'],"['180714', '75827', '180715', '85723']","['2270', '2392', '2434', '67582', '5992', '72916', '4497', '75587']"
90728,['2879'],['230383'],"['1091', '22190', '3090', '7834', '98394', '109167', '4633', '46940']"
278997,['891772'],['891772'],"['695400', '931373', '463073', '214279', '546706', '815816']"
281008,['35178'],['35178'],"['254548', '897707', '897708', '188959', '897709']"
281246,"['866498', '866497']","['866497', '866498']","['735350', '866495', '584554', '652517', '937554', '937555']"
29138,['10989'],"['10989', '50059', '40469']","['15037', '11007', '2496', '23284', '14083', '3347', '14831', '3153']"
2927,['6727'],"['38060', '45167', '8920']","['7426', '2230', '976', '6000', '7427', '181888', '154384', '181889']"
306130,['192420'],['192420'],"['771390', '144543', '815021', '156724']"
37309,['8004'],"['4768', '70231', '4768', '4768']","['1164', '5605', '6375', '6742', '7732', '7427', '3296']"
45661,['17415'],['76222'],"['4466', '2180', '998', '64506', '11021', '21990', '134463', '135051']"
47906,['2591'],"['82360', '2591']","['452', '9521', '8132', '2590', '3609', '2591', '14607', '7164']"
98921,['201'],['201'],"['97364', '30808', '97365', '30809', '436375', '436615', '436616']"
49971,['54049'],"['59142', '59142']","['905', '4112', '85717', '85718', '76466', '4671', '76648', '2860']"
10382,['3029'],"['3029', '47900']","['18950', '1995', '83170', '182465', '18951', '103768', '100328', '120833']"
10725,['12399'],['47934'],"['5199', '3372', '14624', '19386', '14369', '19387', '2196', '57921']"
109475,['139591'],"['139591', '172194']","['101', '75427', '96988', '28821', '102400']"
111202,['17868'],"['17868', '148987', '45976', '41704', '43932']","['5390', '17580', '85899', '13892', '83253', '42985', '126851', '43519']"
114856,['20791'],['20791'],"['42650', '20794', '20792', '138794', '250950', '108562', '46861', '65260']"
122462,['209694'],"['171517', '209721', '209694']","['99469', '209716', '85120', '92191', '209717', '69823', '61909', '126456']"
124114,['176197'],,"['58887', '690', '125881']"
12609,['20491'],"['45842', '45844', '45846']","['5944', '20493', '14526', '21853', '21854', '21855', '5149', '45835']"
133309,['6300'],['119177'],"['74881', '79979', '16177', '77484', '209617', '165479', '79969', '67401']"
13394,['425'],['425'],"['3007', '22723', '22724', '7281', '11715', '22725', '94794', '94795']"
138363,['34973'],['34973'],"['1793', '31579', '133655', '231665', '150143', '6617', '35010', '113846']"
1551,['343'],"['343', '74886', '74888']","['4287', '4288', '212820', '49884', '4816', '344', '4815', '7830']"
15563,['25063'],['25063'],"['5894', '973', '27050', '63169', '152691', '7518', '11488', '23032']"
169915,['66310'],,"['17914', '61514', '71728', '82764', '93424', '145307', '234271', '98852']"
170714,['232281'],,"['930', '40081', '11554', '116276', '443888']"
175472,['415241'],['415241'],"['446356', '141412', '446357', '446358', '446359', '446360', '141843', '181004']"
182263,['448888'],['448895'],"['31684', '87458', '26558', '60183', '448888', '218303', '222483', '448891']"
182786,['224920'],,"['12025', '125975', '182879', '451728']"
193621,['75755'],"['75755', '427615']","['6407', '219915', '187744', '168396', '91630', '188878', '624840', '641033']"
225824,['3989'],"['3989', '7030']","['2213', '5074', '84782', '239820', '100428', '3120', '28651', '18620']"
226594,['15215'],"['15215', '620618', '40832']","['17028', '38766', '91434', '186230']"
231324,"['2025', '24735']",['2025'],"['12094', '680259', '146545', '19706', '168006', '680261', '104428']"
214732,['141850'],"['214718', '574178', '242526', '131632']","['643498', '265156', '444382', '596509', '250999']"
216497,['449537'],"['428054', '577605']","['101333', '223402', '204105', '231438', '618378', '577599']"
247769,"['776986', '776987']","['776986', '776987']","['76973', '118517', '33037', '20942', '444264', '42695', '1555', '105195']"
251810,['105860'],['555488'],"['33220', '44631', '44262', '111024', '115771', '144195', '115200', '115679']"
240208,['80465'],['646692'],"['163842', '29666', '108083', '3438', '32799', '1969', '4834', '194240']"
240796,['26134'],['119699'],"['12592', '11538', '545056', '749789', '749788', '749791', '749790', '749792']"
271118,['427255'],"['427255', '864458']","['863439', '863440', '863441', '863442']"
256235,['466113'],,"['79241', '765203', '13565', '557976']"
57491,['60260'],"['60260', '97711']","['118918', '110247', '599', '2562', '19061', '12205', '1846', '860']"
